Cable type (Backhaul/Subsea),On-Net,Cable Network,Cable Segment,Segment,A PoP,A-end Country,A PoP Status,A Pop Type,Z PoP,B-end Country,Z PoP Status,Z Pop Type,Product,RTD(ms),Weight,Supplier/Provider,"1 Akoranga Drive, Northcote, Auckland 0627, New Zealand"
Backhaul,,N/A,ZZ153,,LAX&,#N/A,In Service,Customer Premises - Generic,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ154,,UFSH,UNITED ARAB EMIRATES,In Service,Telstra International POP,UDDM,UNITED ARAB EMIRATES,In Service,Telstra International POP,PS,2,60,,
Backhaul,,N/A,ZZ155,,ULHC,UNITED KINGDOM,In Service,Telstra International POP,FMS1,FRANCE,In Service,Telstra International POP,PS,18,60,,
Backhaul,,N/A,ZZ156,,UFSH,UNITED ARAB EMIRATES,In Service,Telstra International POP,BBGF,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ157,,IMTS,#N/A,In Service,Telstra (Internal Use),IMNV,INDIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ158,,SNG&,#N/A,In Service,Customer Premises - Generic,SGGS,SINGAPORE,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ159,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,EIGB,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ160,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,GFR4,GERMANY,In Service,Telstra International POP,PS,14,60,,
Backhaul,,N/A,ZZ161,,MNL&,#N/A,In Service,Customer Premises - Generic,HKMI,HONG KONG,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ162,,SLOJ,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQAB,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,63.56,90,,EQAB-1WMR-SLOJ
Backhaul,,N/A,ZZ163,,TTTJ,TAIWAN,In Service,Telstra International POP,TSCS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ164,,TAUC,NEW ZEALAND,In Service,Telstra International POP,AUC&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ165,,IBNE,INDIA,In Service,Telstra International POP,IBEM,INDIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ166,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,FPA4,FRANCE,In Service,Telstra International POP,PS,5,60,,
Backhaul,,N/A,ZZ167,,CBA&,#N/A,In Service,Customer Premises - Generic,ACNA,AUSTRALIA,Decommissioned,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ168,,PAIX,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,12,90,,
Backhaul,,N/A,ZZ169,,TLOT,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQAB,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,59.07,90,,
Backhaul,,N/A,ZZ170,,KELS,UNITED STATES OF AMERICA,In Service,Telstra International POP,HON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ171,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,FRAN,GERMANY,In Service,Telstra International POP,PS,18,60,,
Backhaul,,N/A,ZZ172,,IMBK,INDIA,In Service,Telstra International POP,ICSE,INDIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ173,,UDDM,UNITED ARAB EMIRATES,In Service,Telstra International POP,FUJA,UNITED ARAB EMIRATES,In Service,Carrier - Cable Station,PS,2.92,60,,
Backhaul,,N/A,ZZ174,,UFSH,UNITED ARAB EMIRATES,In Service,Telstra International POP,DXB&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ175,,SJC&,#N/A,In Service,Customer Premises - Generic,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ176,,HKEX,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ177,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,LON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ178,,ULHS,UNITED KINGDOM,In Service,Telstra International POP,ULFS,UNITED KINGDOM,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ179,,MRBC,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,4.5,90,,
Backhaul,,N/A,ZZ180,,TALS,GUAM,In Service,Carrier - Cable Station,PITI,#N/A,In Service,Customer Premises - Specific,NA,,,,
Backhaul,,N/A,ZZ181,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,LOTA,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ182,,ULHC,UNITED KINGDOM,In Service,Telstra International POP,FRAN,GERMANY,In Service,Telstra International POP,PS,18.04,60,,
Backhaul,,N/A,ZZ183,,MEL&,#N/A,In Service,Customer Premises - Generic,AMLS,AUSTRALIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ184,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,MRS1,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ185,,IMNV,INDIA,In Service,Telstra International POP,IMBK,INDIA,In Service,Telstra International POP,PS,0.139,60,,Based on Google maps 
Backhaul,,N/A,ZZ186,,SNG&,#N/A,In Service,Customer Premises - Generic,SGPL,SINGAPORE,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ187,,HKMI,HONG KONG,In Service,Telstra International POP,HKG&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ188,,TLOT,UNITED STATES OF AMERICA,In Service,Telstra International POP,MRBC,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,PS,4.5,90,,
Backhaul,,N/A,ZZ189,,IBEM,INDIA,In Service,Telstra International POP,CNI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ190,,IDTA,INDIA,In Service,Telstra International POP,IDJT,#N/A,In Service,Telstra (Internal Use),NA,,,,
Backhaul,,N/A,ZZ191,,QUZ&,#N/A,In Service,Customer Premises - Generic,PMRS,PHILIPPINES,In Service,Telstra International POP,NA,,,,
Subsea,,N/A,ZZ192,,TPEI,TAIWAN,In Service,Telstra International POP,JWLS,JAPAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ193,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,LON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ194,,MJLS,JAPAN,In Service,Telstra International POP,MGVS,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ195,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,MRSJ,FRANCE,Decommissioned,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ196,,UWHC,UNITED KINGDOM,In Service,Telstra International POP,ULCN,UNITED KINGDOM,In Service,Telstra International POP,PS,1.04,60,,Based on Google maps 
Backhaul,,N/A,ZZ197,,SEL&,#N/A,In Service,Customer Premises - Generic,KSSD,KOREA SOUTH,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ198,,UWHC,UNITED KINGDOM,In Service,Telstra International POP,ULHC,UNITED KINGDOM,In Service,Telstra International POP,PS,0.043,60,,
Backhaul,,N/A,ZZ199,,TOK&,#N/A,In Service,Customer Premises - Generic,SNG&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ200,,TBCS,GUAM,In Service,Carrier - Cable Station,PITI,#N/A,In Service,Customer Premises - Specific,NA,,,,
Backhaul,,N/A,ZZ201,,LON&,#N/A,In Service,Customer Premises - Generic,LOBB,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ202,,PMPI,PHILIPPINES,In Service,Telstra International POP,PCIN,PHILIPPINES,In Service,Telstra International POP,NA,,,,"PMPI not TX pop, only IP"
Backhaul,,N/A,ZZ203,,MJLS,JAPAN,In Service,Telstra International POP,CKID,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ204,,ULHC,UNITED KINGDOM,In Service,Telstra International POP,L003,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ205,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,NAM7,NETHERLANDS,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ206,,IMNV,INDIA,In Service,Telstra International POP,FMS2,FRANCE,In Service,Telstra International POP,PS,97.86,60,,
Backhaul,,N/A,ZZ207,,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,CTC1,CANADA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ208,,PMPI,PHILIPPINES,In Service,Telstra International POP,PAY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ209,,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,CTC1,CANADA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ210,,IBNE,INDIA,In Service,Telstra International POP,CHEP,INDIA,In Service,Telstra International POP,PS,5.5,60,,
Backhaul,,N/A,ZZ211,,TIJ&,#N/A,In Service,Customer Premises - Generic,CTHH,CHINA,Decommissioned,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ212,,ULRT,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WUN,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ213,,VHTB,VIETNAM,In Service,Telstra International POP,HANI,VIETNAM,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ214,,IMNV,INDIA,In Service,Telstra International POP,IHCT,INDIA,In Service,Telstra International POP,PS,14.143,60,,
Backhaul,,N/A,ZZ215,,MRSJ,FRANCE,Decommissioned,Telstra International POP,MRLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ216,,PTHW,AUSTRALIA,In Service,Telstra International POP,PTH&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ217,,SYDP,AUSTRALIA,In Service,Telstra International POP,ALEX,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ218,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,SJTE,SOUTH AFRICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ219,,ULHC,UNITED KINGDOM,In Service,Telstra International POP,LON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ220,,LAX&,#N/A,In Service,Customer Premises - Generic,JSOM,JAPAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ221,,LAX&,#N/A,In Service,Customer Premises - Generic,JAAJ,JAPAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ222,,SEL&,#N/A,In Service,Customer Premises - Generic,JAAJ,JAPAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ223,,HPTW,NEW ZEALAND,In Service,Telstra International POP,AUMD,NEW ZEALAND,In Service,Carrier - POP,VR,0.1,50,,
Backhaul,,N/A,ZZ224,,IMNV,INDIA,In Service,Telstra International POP,ICPB,#N/A,In Service,Telstra (Internal Use),NA,,,,
Terrestrial,,N/A,ZZ225,,GFR4,GERMANY,In Service,Telstra International POP,FPA4,FRANCE,In Service,Telstra International POP,EK,11,60,,GFR4 is IP pop only
Backhaul,,N/A,ZZ226,,UDDM,UNITED ARAB EMIRATES,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,PS,74.72,90,,
Backhaul,,N/A,ZZ227,,LAX&,#N/A,In Service,Customer Premises - Generic,JTHA,JAPAN,In Service,Telstra International POP,NA,,,,
Terrestrial,,N/A,ZZ228,,STIX,SWEDEN,In Service,Telstra International POP,FRAN,GERMANY,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ229,,FRAN,GERMANY,In Service,Telstra International POP,FPA4,FRANCE,In Service,Telstra International POP,EK,10.762,60,,FPA4 is IP pop only
Backhaul,,N/A,ZZ230,,TALS,GUAM,In Service,Carrier - Cable Station,BRD&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ231,,USAT,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,12.1,90,,Based on Google maps 
Backhaul,,N/A,ZZ232,,MLK&,#N/A,In Service,Customer Premises - Generic,CTLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ233,,TPEI,TAIWAN,In Service,Telstra International POP,TPE&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ234,,HPTW,NEW ZEALAND,In Service,Telstra International POP,AUCW,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ235,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,FRAN,GERMANY,In Service,Telstra International POP,PS,18.015,60,,
Backhaul,,N/A,ZZ236,,QDO&,#N/A,In Service,Customer Premises - Generic,CSNI,CHINA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ237,,ULHC,UNITED KINGDOM,In Service,Telstra International POP,MRSK,#N/A,In Service,Carrier - Cable Station,NA,,,,
Backhaul,,N/A,ZZ238,,IMNV,INDIA,In Service,Telstra International POP,HKTH,HONG KONG,In Service,Telstra International POP,PS,90,60,,
Backhaul,,N/A,ZZ239,,IMNV,INDIA,In Service,Telstra International POP,AHM&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ240,,TOK&,#N/A,In Service,Customer Premises - Generic,JAAJ,JAPAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ241,,SNG&,#N/A,In Service,Customer Premises - Generic,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ242,,SJC&,#N/A,In Service,Customer Premises - Generic,JAAJ,JAPAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ243,,ULCO,UNITED KINGDOM,In Service,Telstra International POP,FPA4,FRANCE,In Service,Telstra International POP,PS,19.5,60,,
Backhaul,,N/A,ZZ244,,ISTT,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ245,,CHI&,#N/A,In Service,Customer Premises - Generic,CHI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ246,,ULCN,UNITED KINGDOM,In Service,Telstra International POP,ULCN,UNITED KINGDOM,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ247,,SYD&,#N/A,In Service,Customer Premises - Generic,SYD&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ248,,MMB&,#N/A,In Service,Customer Premises - Generic,MMB&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ249,,CHEP,INDIA,In Service,Telstra International POP,CHEP,INDIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ250,,MKI&,#N/A,In Service,Customer Premises - Generic,MKI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ251,,HPTW,NEW ZEALAND,In Service,Telstra International POP,HPTW,NEW ZEALAND,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ252,,HON&,#N/A,In Service,Customer Premises - Generic,HON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ253,,KLR&,#N/A,In Service,Customer Premises - Generic,KLR&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ254,,TIJ&,#N/A,In Service,Customer Premises - Generic,TIJ&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ255,,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ256,,CNI&,#N/A,In Service,Customer Premises - Generic,CNI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ257,,DAL&,#N/A,In Service,Customer Premises - Generic,DAL&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ258,,JHB&,#N/A,In Service,Customer Premises - Generic,JHB&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ259,,BGL&,#N/A,In Service,Customer Premises - Generic,BGL&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ260,,PSG&,#N/A,In Service,Customer Premises - Generic,PSG&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ261,,FPTV,FRANCE,In Service,Telstra International POP,FPTV,FRANCE,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
Backhaul,,N/A,ZZ262,,HKMI,HONG KONG,In Service,Telstra International POP,HKMI,HONG KONG,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
Backhaul,,N/A,ZZ263,,UDDM,UNITED ARAB EMIRATES,In Service,Telstra International POP,UDDM,UNITED ARAB EMIRATES,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ264,,TOK&,#N/A,In Service,Customer Premises - Generic,TOK&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ265,,TPEI,TAIWAN,In Service,Telstra International POP,TPEI,TAIWAN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ266,,AUC&,#N/A,In Service,Customer Premises - Generic,AUC&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ267,,ADL&,#N/A,In Service,Customer Premises - Generic,ADL&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ268,,PTHP,AUSTRALIA,In Service,Telstra International POP,PTHP,AUSTRALIA,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
Backhaul,,N/A,ZZ269,,LON&,#N/A,In Service,Customer Premises - Generic,LON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ270,,STIX,SWEDEN,In Service,Telstra International POP,STIX,SWEDEN,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ271,,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ272,,OSA&,#N/A,In Service,Customer Premises - Generic,OSA&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ273,,HKEX,HONG KONG,In Service,Telstra International POP,HKEX,HONG KONG,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
Backhaul,,N/A,ZZ274,,PMRS,PHILIPPINES,In Service,Telstra International POP,PMRS,PHILIPPINES,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
Backhaul,,N/A,ZZ275,,UFSH,UNITED ARAB EMIRATES,In Service,Telstra International POP,UFSH,UNITED ARAB EMIRATES,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ276,,TPE&,#N/A,In Service,Customer Premises - Generic,TPE&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ277,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ278,,AJG&,#N/A,In Service,Customer Premises - Generic,AJG&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ279,,BKK&,#N/A,In Service,Customer Premises - Generic,BKK&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ280,,BEI&,#N/A,In Service,Customer Premises - Generic,BEI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ281,,SGII,#N/A,In Service,Carrier - POP,SGII,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ282,,SJC&,#N/A,In Service,Customer Premises - Generic,SJC&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ283,,SEC&,#N/A,In Service,Customer Premises - Generic,SEC&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ284,,TAUC,NEW ZEALAND,In Service,Telstra International POP,TAUC,NEW ZEALAND,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ285,,HKSF,HONG KONG,In Service,Telstra International POP,HKSF,HONG KONG,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
Backhaul,,N/A,ZZ286,,BEJD,#N/A,In Service,Carrier - POP,BEJD,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ287,,LAX&,#N/A,In Service,Customer Premises - Generic,LAX&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ288,,SNG&,#N/A,In Service,Customer Premises - Generic,SNG&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ289,,SEL&,#N/A,In Service,Customer Premises - Generic,SEL&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ290,,MRSJ,FRANCE,Decommissioned,Telstra International POP,MRSJ,FRANCE,Decommissioned,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ291,,NYK&,#N/A,In Service,Customer Premises - Generic,NYK&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Backhaul,,N/A,ZZ292,,UHHK,UNITED STATES OF AMERICA,In Service,Telstra International POP,UHHK,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ293,,IMBK,INDIA,In Service,Telstra International POP,IMBK,INDIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ294,,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ295,,IMNV,INDIA,In Service,Telstra International POP,IMNV,INDIA,In Service,Telstra International POP,NA,,,,
Backhaul,,N/A,ZZ296,,IRIL,#N/A,In Service,Carrier - POP,IRIL,#N/A,In Service,Carrier - POP,NA,,,,
Backhaul,,N/A,ZZ297,,PHPN,PHILIPPINES,In Service,Telstra International POP,PHPN,PHILIPPINES,In Service,Telstra International POP,NA,,,,Invalid - same A-PoP and Z-PoP
